id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,defaulted,dtir1,credit_score_band
27356,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.58,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,3600,CIB,884,CIB,45-54,TO_INST,90.14,SOUTH,0,44,850-900
85615,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,4.99,0.75,726500,360,NOT_NEG,NOT_INT,NOT_LPSM,848000,SB,PR,HOME,11700,CRIF,787,CIB,35-44,TO_INST,85.67,SOUTH,0,40,750-799
68154,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,3.99,0.56,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,2760,EXP,632,CIB,55-64,TO_INST,57.68,SOUTH,0,36,600-649
157207,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,346500,4.63,0.78,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,4620,EXP,677,CIB,25-34,TO_INST,94.16,NORTH,0,41,650-699
143965,CF,MALE,PRE,L1,NOPC,NOB/C,366500,3.63,-0.14,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,7500,CIB,690,CIB,35-44,NOT_INST,42.72,SOUTH,0,22,650-699
171351,CF,FEMALE,PRE,L1,NOPC,NOB/C,106500,3.99,0.39,106500,360,NEG_AMM,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,2460,EXP,607,CIB,55-64,TO_INST,22.76,SOUTH,1,42,600-649
157070,CF,MALE,NOPRE,L1,NOPC,B/C,326500,3.99,0.39,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5880,EQUI,887,EXP,35-44,NOT_INST,75.15,NORTH,1,39,850-900
67502,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,3.99,0.36,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,2040,CIB,616,CIB,35-44,TO_INST,75.20,SOUTH,0,41,600-649
91818,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,216500,3.50,0.49,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,5760,EXP,514,CIB,55-64,TO_INST,77.88,SOUTH,0,39,500-549
104640,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,466500,4.56,-0.08,466500,360,NOT_NEG,NOT_INT,NOT_LPSM,678000,SB,PR,HOME,11280,CRIF,880,EXP,35-44,NOT_INST,68.81,CENTRAL,0,20,850-900
160883,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,206500,4.13,0.97,206500,180,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,IR,HOME,14160,CIB,771,EXP,35-44,TO_INST,71.70,SOUTH,0,28,750-799
48178,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,376500,4.50,0.26,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,8040,CRIF,881,EXP,25-34,NOT_INST,84.04,SOUTH,0,23,850-900
143116,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,306500,3.13,-0.17,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,7260,CIB,729,EXP,45-54,TO_INST,102.85,NORTH,0,48,700-749
45096,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,3.25,-0.53,156500,360,NOT_NEG,INT_ONLY,NOT_LPSM,178000,SB,PR,HOME,5760,EXP,730,EXP,55-64,TO_INST,87.92,NORTH,0,39,700-749
26297,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,3.99,0.67,206500,360,NEG_AMM,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,3240,CIB,878,CIB,35-44,TO_INST,80.04,NORTH,0,42,850-900
167632,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,146500,3.99,0.39,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,SR,HOME,4380,CIB,852,CIB,55-64,TO_INST,67.20,NORTH,1,48,850-900
53825,CF,FEMALE,PRE,L1,NOPC,NOB/C,126500,4.13,1.20,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,128000,SB,PR,HOME,2700,CRIF,607,EXP,25-34,TO_INST,98.83,NORTH,0,36,600-649
80216,CF,MALE,NOPRE,L1,NOPC,B/C,76500,3.99,0.39,76500,240,NOT_NEG,NOT_INT,NOT_LPSM,128000,SB,PR,HOME,1860,EXP,565,CIB,45-54,TO_INST,59.77,NORTH,1,47,550-599
60582,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,1136500,4.13,0.47,1136500,360,NOT_NEG,NOT_INT,NOT_LPSM,1758000,SB,PR,HOME,5760,CIB,625,EXP,45-54,TO_INST,64.65,NORTH,0,32,600-649
134265,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,146500,3.75,0.72,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,5760,CRIF,594,CIB,45-54,TO_INST,87.20,SOUTH,0,39,550-599
67582,CF,FEMALE,NOPRE,L1,NOPC,B/C,56500,3.99,0.39,56500,180,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,2700,CRIF,533,CIB,>74,TO_INST,25.92,NORTH,1,27,500-549
107388,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,226500,4.75,0.58,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,3240,CRIF,871,CIB,65-74,TO_INST,81.47,NORTH,0,43,850-900
111231,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,226500,4.13,0.73,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,3840,EXP,506,CIB,25-34,TO_INST,78.65,NORTH,0,45,500-549
124300,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,166500,3.99,0.36,166500,180,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,5100,CIB,734,CIB,35-44,TO_INST,67.14,SOUTH,0,40,700-749
118896,CF,MALE,PRE,L1,NOPC,NOB/C,436500,3.63,-0.17,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,638000,SB,PR,HOME,8100,CIB,781,CIB,45-54,NOT_INST,68.42,NORTH,0,44,750-799
120010,CF,MALE,PRE,L1,NOPC,B/C,66500,4.38,1.85,66500,360,NOT_NEG,NOT_INT,NOT_LPSM,78000,SB,PR,HOME,2220,EXP,860,CIB,55-64,TO_INST,85.26,NORTH,0,48,850-900
123692,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,3.50,-0.32,726500,180,NOT_NEG,NOT_INT,NOT_LPSM,1048000,SB,PR,HOME,5760,CIB,682,EXP,55-64,TO_INST,69.32,NORTH,0,37,650-699
46925,NCF,MALE,NOPRE,L1,NOPC,NOB/C,376500,3.63,-0.07,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,838000,SB,PR,HOME,3480,CIB,739,CIB,65-74,TO_INST,44.93,CENTRAL,0,49,700-749
51658,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,3.99,0.39,216500,360,NOT_NEG,NOT_INT,LPSM,318000,SB,PR,HOME,1680,CIB,701,CIB,65-74,TO_INST,68.08,SOUTH,1,49,700-749
82508,CF,MALE,NOPRE,L1,NOPC,NOB/C,156500,4.13,1.08,156500,180,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,5100,CIB,561,CIB,45-54,TO_INST,63.10,NORTH,0,24,550-599
56446,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,3.63,0.47,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,4020,CRIF,894,EXP,65-74,TO_INST,85.20,NORTH,0,45,850-900
99562,CF,MALE,NOPRE,L1,NOPC,NOB/C,406500,3.99,0.39,406500,360,NEG_AMM,NOT_INT,NOT_LPSM,758000,SB,PR,HOME,3360,CIB,684,CIB,45-54,NOT_INST,53.63,SOUTH,1,58,650-699
87280,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,146500,3.99,0.39,146500,180,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,5280,CIB,787,CIB,55-64,TO_INST,54.66,SOUTH,1,21,750-799
79246,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,656500,4.75,0.23,656500,360,NOT_NEG,NOT_INT,NOT_LPSM,818000,SB,PR,HOME,14460,CRIF,771,EXP,65-74,NOT_INST,80.26,SOUTH,0,49,750-799
52032,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,386500,3.50,0.03,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,6960,EXP,538,EXP,25-34,NOT_INST,76.08,NORTH,0,49,500-549
131944,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,3.50,0.01,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,15420,CIB,692,EXP,45-54,NOT_INST,72.15,NORTH,0,31,650-699
159158,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,3.75,1.09,136500,180,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,2580,CRIF,675,CIB,55-64,TO_INST,57.35,SOUTH,0,32,650-699
93361,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,256500,3.99,0.39,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,628000,SB,PR,HOME,2460,EXP,742,CIB,45-54,NOT_INST,40.84,SOUTH,1,41,700-749
26173,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,276500,3.99,0.15,276500,132,NOT_NEG,INT_ONLY,NOT_LPSM,368000,SB,PR,HOME,13560,EXP,508,CIB,45-54,NOT_INST,75.14,SOUTH,0,37,500-549
33563,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,176500,4.13,1.17,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,8820,CIB,853,EXP,55-64,TO_INST,80.96,NORTH,0,40,850-900
110327,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,256500,3.50,0.70,256500,180,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,6780,CIB,760,EXP,>74,TO_INST,78.20,SOUTH,0,39,750-799
57084,CF,MALE,PRE,L1,NOPC,B/C,176500,3.75,0.75,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,5640,CRIF,744,CIB,45-54,TO_INST,84.86,NORTH,0,20,700-749
145490,CF,MALE,NOPRE,L1,NOPC,NOB/C,396500,3.99,0.39,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,841,EXP,35-44,NOT_INST,75.15,SOUTH,1,39,800-849
83678,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,296500,3.99,0.19,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,3720,CIB,849,CIB,25-34,NOT_INST,40.73,SOUTH,0,39,800-849
124722,CF,MALE,NOPRE,L1,NOPC,NOB/C,446500,3.99,0.39,446500,360,NEG_AMM,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,6780,EQUI,812,EXP,25-34,NOT_INST,75.15,NORTH,1,39,800-849
55913,CF,MALE,NOPRE,L1,NOPC,NOB/C,396500,3.99,0.39,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,6540,EQUI,516,EXP,35-44,TO_INST,75.15,NORTH,1,39,500-549
92497,CF,MALE,PRE,L1,NOPC,NOB/C,166500,3.99,0.39,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,IR,HOME,7260,EQUI,694,EXP,35-44,TO_INST,75.15,NORTH,1,39,650-699
150318,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,446500,3.99,0.39,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4920,EQUI,544,EXP,45-54,TO_INST,75.15,SOUTH,1,39,500-549
123946,CF,MALE,NOPRE,L1,NOPC,NOB/C,546500,3.75,0.18,546500,360,NOT_NEG,NOT_INT,NOT_LPSM,618000,SB,PR,HOME,11880,CIB,798,CIB,35-44,NOT_INST,88.43,SOUTH,0,23,750-799
61990,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,126500,3.50,-0.08,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,2880,CIB,686,CIB,>74,TO_INST,38.57,SOUTH,0,49,650-699
65138,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,286500,4.50,0.53,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,6360,CRIF,561,CIB,35-44,TO_INST,77.85,CENTRAL,0,37,550-599
55401,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,276500,4.38,0.82,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,3060,CRIF,651,CIB,35-44,TO_INST,73.15,SOUTH,0,44,650-699
28167,NCF,MALE,PRE,L1,NOPC,NOB/C,456500,3.99,0.39,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,798000,SB,PR,HOME,5280,CIB,593,CIB,45-54,TO_INST,57.21,NORTH,1,41,550-599
156222,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,376500,4.13,0.52,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,5160,CIB,524,EXP,45-54,NOT_INST,80.45,NORTH,0,43,500-549
105845,CF,MALE,NOPRE,L1,NOPC,NOB/C,356500,3.99,0.43,356500,360,NOT_NEG,NOT_INT,NOT_LPSM,478000,SB,IR,HOME,4740,EXP,739,CIB,35-44,TO_INST,74.58,NORTH,0,36,700-749
78776,CF,MALE,NOPRE,L1,NOPC,B/C,226500,3.75,1.55,226500,240,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,4680,EXP,668,CIB,35-44,TO_INST,76.01,NORTH,0,35,650-699
29352,CF,MALE,PRE,L1,NOPC,B/C,346500,3.99,0.39,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,8100,EQUI,814,EXP,55-64,TO_INST,75.15,NORTH,1,39,800-849
26563,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,306500,4.63,1.16,306500,180,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,4740,EXP,880,EXP,45-54,TO_INST,90.68,NORTH,0,48,850-900
157241,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,4.38,0.76,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,5160,CIB,859,EXP,35-44,NOT_INST,96.96,NORTH,0,47,850-900
81152,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,586500,3.88,0.36,586500,360,NEG_AMM,NOT_INT,NOT_LPSM,908000,SB,PR,HOME,12300,CIB,672,EXP,65-74,NOT_INST,64.59,NORTH,0,40,650-699
58947,NCF,UNKNOWN,NOPRE,L1,NOPC,B/C,336500,3.99,0.39,336500,240,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,5760,EQUI,675,EXP,45-54,TO_INST,82.48,SOUTH,1,39,650-699
155497,CF,MALE,NOPRE,L1,NOPC,B/C,146500,4.25,1.18,146500,360,NOT_NEG,INT_ONLY,NOT_LPSM,168000,SB,PR,HOME,2220,CIB,532,CIB,25-34,NOT_INST,87.20,NORTH,0,48,500-549
109495,CF,MALE,NOPRE,L1,NOPC,NOB/C,416500,3.99,0.45,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,10260,CRIF,767,CIB,35-44,TO_INST,89.00,NORTH,0,40,750-799
38976,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,1106500,3.99,0.39,1106500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,740,EXP,35-44,TO_INST,75.15,NORTH,1,39,700-749
139053,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,226500,3.99,0.12,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,2880,CIB,595,CIB,35-44,TO_INST,95.17,CENTRAL,0,41,550-599
65611,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,346500,4.00,-0.22,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,3660,CRIF,677,CIB,35-44,NOT_INST,74.04,NORTH,0,43,650-699
31078,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,616500,2.75,-0.70,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,818000,SB,PR,HOME,5760,EXP,756,EXP,35-44,TO_INST,75.37,NORTH,0,39,750-799
149901,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,386500,3.69,0.04,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,738000,SB,PR,HOME,9480,EXP,521,EXP,65-74,NOT_INST,52.37,NORTH,0,23,500-549
106440,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,316500,4.38,1.55,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,3420,CIB,607,CIB,35-44,TO_INST,86.01,SOUTH,0,61,600-649
152576,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,656500,4.38,0.27,656500,360,NOT_NEG,NOT_INT,NOT_LPSM,838000,SB,PR,HOME,9660,EXP,609,EXP,35-44,NOT_INST,78.34,SOUTH,0,31,600-649
93090,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,176500,3.99,0.58,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,198000,SB,SR,HOME,5760,CIB,579,EXP,55-64,TO_INST,89.14,NORTH,0,35,550-599
51892,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,176500,3.75,0.96,176500,180,NOT_NEG,NOT_INT,NOT_LPSM,398000,SB,PR,HOME,5400,EXP,569,CIB,55-64,TO_INST,44.35,CENTRAL,0,42,550-599
94172,CF,FEMALE,NOPRE,L1,NOPC,B/C,256500,3.99,1.04,256500,360,NOT_NEG,NOT_INT,LPSM,298000,SB,PR,HOME,2880,EXP,628,CIB,>74,TO_INST,86.07,NORTH,0,48,600-649
52611,CF,MALE,NOPRE,L1,NOPC,B/C,216500,3.99,0.87,216500,360,NEG_AMM,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,2100,CIB,514,CIB,55-64,TO_INST,72.65,NORTH,0,59,500-549
82436,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,306500,3.99,0.39,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,9300,EQUI,870,EXP,45-54,TO_INST,75.15,SOUTH,1,39,850-900
130779,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,3.99,0.37,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,3480,CRIF,776,EXP,45-54,TO_INST,82.33,NORTH,0,39,750-799
129433,CF,FEMALE,PRE,L1,NOPC,NOB/C,426500,3.99,0.39,426500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5520,EQUI,527,EXP,65-74,TO_INST,75.15,NORTH,1,39,500-549
171385,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,526500,3.25,-0.33,526500,360,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,5580,EXP,828,EXP,25-34,NOT_INST,101.64,NORTH,0,47,800-849
136954,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,3.99,0.39,296500,240,NOT_NEG,NOT_INT,NOT_LPSM,378000,SB,PR,HOME,6660,EXP,824,CIB,25-34,TO_INST,78.44,SOUTH,1,44,800-849
27082,CF,MALE,NOPRE,L1,NOPC,NOB/C,326500,3.99,0.39,326500,360,NOT_NEG,INT_ONLY,NOT_LPSM,418000,SB,PR,HOME,8820,EQUI,588,EXP,45-54,NOT_INST,75.15,CENTRAL,1,39,550-599
145216,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,4.50,0.43,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,888000,SB,PR,HOME,9720,EXP,679,EXP,25-34,NOT_INST,33.39,NORTH,0,38,650-699
155044,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,386500,3.25,0.29,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,6780,CIB,838,EXP,35-44,NOT_INST,84.39,NORTH,0,59,800-849
83928,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,3.99,0.64,226500,240,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,6060,CRIF,892,EXP,65-74,TO_INST,55.51,SOUTH,0,23,850-900
161912,CF,MALE,NOPRE,L1,NOPC,NOB/C,76500,3.50,0.12,76500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,5100,CRIF,556,CIB,>74,TO_INST,28.54,NORTH,0,9,550-599
73608,CF,MALE,NOPRE,L1,NOPC,NOB/C,266500,3.99,0.39,266500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,3960,EQUI,624,EXP,>74,TO_INST,75.15,NORTH,1,39,600-649
49252,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,546500,3.99,0.39,546500,360,NOT_NEG,NOT_INT,NOT_LPSM,958000,SB,PR,HOME,4980,CIB,858,EXP,55-64,TO_INST,57.05,CENTRAL,1,59,850-900
84911,CF,MALE,NOPRE,L1,NOPC,NOB/C,636500,4.63,0.52,636500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,5760,EXP,614,CIB,35-44,NOT_INST,87.43,NORTH,0,25,600-649
42968,CF,MALE,NOPRE,L1,NOPC,NOB/C,446500,3.38,-0.21,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,628000,SB,PR,HOME,9420,EXP,586,CIB,35-44,NOT_INST,71.10,SOUTH,0,24,550-599
165681,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,166500,3.99,0.39,166500,180,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,IR,HOME,10680,CRIF,522,EXP,55-64,TO_INST,73.03,NORTH,1,46,500-549
158611,CF,FEMALE,PRE,L1,NOPC,NOB/C,366500,4.13,0.34,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,6300,CIB,799,CIB,35-44,TO_INST,83.68,SOUTH,0,30,750-799
87141,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,3.63,0.01,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,698000,SB,PR,HOME,9420,CIB,568,EXP,35-44,NOT_INST,69.70,SOUTH,0,31,550-599
94687,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,366500,4.99,1.33,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,4260,CRIF,618,EXP,55-64,TO_INST,73.59,SOUTH,0,44,600-649
28479,NCF,MALE,PRE,L1,NOPC,NOB/C,236500,3.99,0.39,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,8820,EQUI,840,EXP,55-64,TO_INST,75.15,NORTH,1,39,800-849
121144,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,286500,3.38,-0.16,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,6840,CIB,597,EXP,45-54,TO_INST,73.84,SOUTH,0,35,550-599
73108,CF,MALE,NOPRE,L1,NOPC,NOB/C,726500,3.38,0.21,726500,180,NOT_NEG,NOT_INT,NOT_LPSM,1808000,SB,PR,HOME,5760,EXP,819,CIB,65-74,NOT_INST,40.18,NORTH,0,36,800-849
135764,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,76500,4.88,1.31,76500,180,NOT_NEG,NOT_INT,NOT_LPSM,108000,SB,PR,HOME,7740,CRIF,732,CIB,55-64,TO_INST,70.83,NORTH,0,21,700-749
123575,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,566500,4.13,0.13,566500,360,NOT_NEG,NOT_INT,NOT_LPSM,688000,SB,PR,HOME,5760,CIB,500,EXP,35-44,NOT_INST,82.34,SOUTH,0,35,500-549
83429,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,486500,3.99,0.39,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,1258000,SB,IR,HOME,5760,EXP,830,CIB,>74,NOT_INST,38.67,NORTH,1,30,800-849
147417,CF,MALE,PRE,L1,NOPC,NOB/C,506500,3.99,0.39,506500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,9000,EQUI,541,EXP,35-44,TO_INST,75.15,SOUTH,1,39,500-549
58274,CF,MALE,NOPRE,L1,NOPC,NOB/C,336500,2.99,-0.54,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,5760,EXP,686,CIB,45-54,TO_INST,96.70,SOUTH,0,39,650-699
161969,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,3.75,0.90,246500,180,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,5880,CRIF,509,EXP,>74,TO_INST,80.03,SOUTH,0,41,500-549
145419,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,4.88,0.18,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,SR,HOME,6600,CIB,730,EXP,65-74,NOT_INST,65.76,NORTH,0,48,700-749
30691,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,3.50,-0.19,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,788000,SB,PR,HOME,8160,CRIF,542,EXP,45-54,NOT_INST,52.86,CENTRAL,0,33,500-549
28303,CF,MALE,NOPRE,L1,NOPC,B/C,226500,3.99,0.39,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3060,EQUI,625,EXP,>74,TO_INST,75.15,NORTH-EAST,1,39,600-649
113533,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,406500,3.99,-0.18,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,528000,SB,PR,HOME,8340,EXP,620,EXP,45-54,TO_INST,76.99,SOUTH,0,39,600-649
118940,CF,UNKNOWN,PRE,L1,NOPC,B/C,616500,4.13,0.87,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,9900,CRIF,869,EXP,45-54,NOT_INST,84.68,NORTH,0,46,850-900
38915,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,3.50,-0.30,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,708000,SB,PR,HOME,7500,CRIF,810,EXP,25-34,NOT_INST,68.71,NORTH,0,39,800-849
76403,CF,FEMALE,PRE,L1,NOPC,NOB/C,266500,3.99,0.39,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,4020,CRIF,572,CIB,65-74,TO_INST,78.85,SOUTH,1,38,550-599
155886,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,446500,3.75,0.05,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,818000,SB,PR,HOME,13320,CIB,766,EXP,45-54,NOT_INST,54.58,SOUTH,0,30,750-799
