id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,dtir1
171492,CF,MALE,NOPRE,L1,NOPC,NOB/C,186500,3.99,-0.0355,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,4260,CIB,804,CIB,65-74,TO_INST,37.45,NORTH,0,20
82769,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,386500,4,-0.0139,386500,360,NEG_AMM,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,5760,EXP,530,EXP,25-34,NOT_INST,74.61,NORTH,0,41
140769,CF,FEMALE,NOPRE,L1,NOPC,B/C,136500,4.875,1.3522,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,158000,SB,PR,HOME,2340,CRIF,879,CIB,45-54,TO_INST,86.39,NORTH,0,60
136398,CF,MALE,NOPRE,L1,NOPC,NOB/C,556500,3.99,0.3904,556500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,6660,EQUI,585,EXP,25-34,NOT_INST,75.15,NORTH,1,39
28057,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,256500,3.875,0.5437,256500,324,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,3180,CIB,849,CIB,65-74,TO_INST,78.20,SOUTH,0,47
134779,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,396500,3.99,0.1895,396500,360,NEG_AMM,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,5280,EXP,588,EXP,25-34,NOT_INST,79.62,NORTH,0,40
155836,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,346500,3.625,-0.1337,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,15240,CRIF,554,EXP,45-54,NOT_INST,61.00,NORTH,0,28
116101,NCF,MALE,NOPRE,L1,NOPC,NOB/C,406500,3.75,0.3649,406500,180,NEG_AMM,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,9180,EXP,695,CIB,55-64,TO_INST,78.47,NORTH,0,38
88680,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,176500,4.99,0.5121,176500,324,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,1980,EXP,556,CIB,<25,TO_INST,80.96,CENTRAL,0,49
57743,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,606500,3.875,-0.433,606500,360,NOT_NEG,NOT_INT,NOT_LPSM,758000,SB,PR,HOME,13440,CIB,725,EXP,25-34,NOT_INST,80.01,NORTH,0,21
63967,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,206500,3.5,0.2983,206500,276,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,4020,CIB,531,CIB,35-44,TO_INST,50.61,NORTH,0,33
86493,CF,FEMALE,PRE,L1,NOPC,NOB/C,266500,3.99,0.3904,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3120,EQUI,741,EXP,45-54,NOT_INST,75.15,SOUTH,1,39
25872,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,466500,3.56,-0.0436,466500,360,NOT_NEG,NOT_INT,NOT_LPSM,598000,SB,PR,HOME,6180,CRIF,552,EXP,45-54,NOT_INST,78.01,NORTH,0,42
31597,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.3904,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,8520,CRIF,772,EXP,55-64,TO_INST,76.16,NORTH,1,61
122040,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,326500,4.125,0.7362,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,498000,SB,PR,HOME,4560,CIB,684,CIB,>74,TO_INST,65.56,SOUTH,0,44
82546,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,556500,4.99,1.1901,556500,360,NOT_NEG,NOT_INT,NOT_LPSM,748000,SB,PR,HOME,15540,EXP,867,EXP,45-54,TO_INST,74.40,NORTH,0,25
159899,NCF,MALE,NOPRE,L1,NOPC,NOB/C,816500,3.375,-0.3831,816500,360,NOT_NEG,NOT_INT,NOT_LPSM,878000,SB,PR,HOME,5760,CIB,789,CIB,45-54,NOT_INST,93.00,SOUTH,0,39
85453,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,696500,3.875,-0.3587,696500,360,NOT_NEG,NOT_INT,NOT_LPSM,1078000,SB,PR,HOME,9360,CIB,566,EXP,45-54,NOT_INST,64.61,CENTRAL,0,38
43928,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,166500,4.625,0.7989,166500,360,NEG_AMM,NOT_INT,NOT_LPSM,738000,SB,PR,HOME,2940,CIB,830,CIB,65-74,TO_INST,22.56,SOUTH,0,41
46237,CF,MALE,NOPRE,L1,NOPC,NOB/C,236500,4.375,-0.0236,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,1980,CIB,886,CIB,>74,TO_INST,54.00,SOUTH,0,49
93962,CF,MALE,NOPRE,L1,NOPC,B/C,246500,3.5,0.4849,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,3420,EXP,519,CIB,45-54,NOT_INST,68.85,NORTH,0,43
87774,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,516500,3.99,-0.0875,516500,360,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,5940,CRIF,506,EXP,65-74,NOT_INST,77.32,NORTH,0,44
68583,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,456500,4.75,0.6039,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,478000,SB,PR,HOME,9420,CIB,796,EXP,45-54,NOT_INST,95.50,SOUTH,0,49
134236,CF,FEMALE,PRE,L1,NOPC,NOB/C,166500,3.875,0.2041,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,SR,HOME,7080,EXP,799,CIB,65-74,NOT_INST,73.03,NORTH,0,49
150063,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,676500,4.56,0.75,676500,360,NEG_AMM,NOT_INT,NOT_LPSM,908000,SB,PR,HOME,8280,CIB,568,EXP,45-54,NOT_INST,74.50,NORTH,0,49
72593,CF,MALE,NOPRE,L1,NOPC,B/C,186500,4.5,1.0275,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,3900,EXP,812,CIB,45-54,NOT_INST,99.20,NORTH,0,21
81601,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,156500,5.25,0.6982,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,2340,CRIF,829,CIB,65-74,TO_INST,93.15,SOUTH,0,49
140572,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,176500,3.99,1.2155,176500,180,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,6120,CRIF,744,CIB,55-64,TO_INST,80.96,NORTH,0,31
173038,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,4.18,-0.2061,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,9960,EXP,845,EXP,35-44,NOT_INST,72.83,NORTH,0,35
135113,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,3.125,0.3177,136500,180,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,4440,CIB,522,EXP,65-74,TO_INST,29.80,SOUTH,0,23
129755,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,3.125,-0.1325,296500,180,NOT_NEG,NOT_INT,NOT_LPSM,608000,SB,PR,HOME,8880,CRIF,538,EXP,55-64,NOT_INST,48.77,NORTH,0,37
93199,CF,MALE,NOPRE,L1,NOPC,NOB/C,196500,3.75,-0.0261,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,198000,SB,PR,HOME,5760,EXP,707,EXP,55-64,TO_INST,99.24,NORTH,0,39
75228,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,4.125,0.2132,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,548000,SB,PR,HOME,8940,CIB,807,EXP,35-44,TO_INST,76.00,NORTH,0,31
29732,CF,MALE,NOPRE,L1,NOPC,NOB/C,306500,3.5,-0.0106,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,6960,CIB,603,CIB,55-64,NOT_INST,62.81,NORTH,0,35
98128,CF,MALE,NOPRE,L1,NOPC,NOB/C,156500,4.75,1.0683,156500,240,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,2700,CIB,637,CIB,35-44,TO_INST,87.92,NORTH,0,40
30885,CF,MALE,NOPRE,L1,NOPC,NOB/C,456500,3.25,-0.398,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,998000,SB,PR,HOME,6360,EXP,539,CIB,55-64,NOT_INST,45.74,NORTH,0,35
170760,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,156500,3.99,0.3904,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,2040,EQUI,597,EXP,55-64,TO_INST,75.15,SOUTH,1,39
114878,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,316500,3.875,0.307,316500,240,NOT_NEG,NOT_INT,NOT_LPSM,688000,SB,PR,HOME,5880,CRIF,683,EXP,45-54,NOT_INST,46.00,CENTRAL,0,49
108424,NCF,MALE,NOPRE,L1,NOPC,NOB/C,906500,3.5,-0.2065,906500,360,NOT_NEG,NOT_INT,NOT_LPSM,1328000,SB,PR,HOME,5760,CIB,894,EXP,55-64,TO_INST,68.26,NORTH,0,31
66784,NCF,MALE,PRE,L1,NOPC,NOB/C,436500,4,-0.1711,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,618000,SB,PR,HOME,4020,CRIF,644,CIB,25-34,NOT_INST,70.63,SOUTH,0,49
40633,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,266500,4.375,0.4417,266500,324,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,8880,CIB,534,EXP,35-44,TO_INST,52.46,NORTH-EAST,0,20
172809,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,316500,3.99,0.3904,316500,240,NOT_NEG,INT_ONLY,NOT_LPSM,418000,SB,PR,HOME,12600,EQUI,836,EXP,45-54,TO_INST,75.15,NORTH,1,39
94744,CF,UNKNOWN,NOPRE,L2,OPC,NOB/C,256500,5.49,1.242,256500,360,NOT_NEG,INT_ONLY,NOT_LPSM,1608000,SB,PR,HOME,5760,CRIF,820,EXP,55-64,TO_INST,15.95,SOUTH,0,9
64766,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,4.75,0.7523,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,7800,CIB,507,EXP,65-74,TO_INST,70.22,SOUTH,0,6
120931,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,206500,4.375,0.3171,206500,360,NEG_AMM,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,3420,CIB,592,CIB,65-74,TO_INST,59.34,SOUTH,0,47
116158,CF,MALE,NOPRE,L2,NOPC,NOB/C,246500,3.99,0.3904,246500,180,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,SR,HOME,5520,CRIF,566,CIB,35-44,TO_INST,88.67,NORTH,1,11
115758,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,476500,3.625,-0.0021,476500,360,NOT_NEG,NOT_INT,NOT_LPSM,598000,SB,PR,HOME,15300,CIB,633,EXP,45-54,NOT_INST,79.68,SOUTH,0,6
89772,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,266500,3.5,-0.1069,266500,360,NOT_NEG,INT_ONLY,NOT_LPSM,818000,SB,PR,HOME,5100,CIB,622,CIB,55-64,TO_INST,32.58,SOUTH,0,35
103432,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,276500,4.625,1.1434,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,9840,CRIF,635,EXP,45-54,TO_INST,81.80,SOUTH,0,25
134622,CF,MALE,NOPRE,L1,NOPC,NOB/C,526500,3.25,0.3994,526500,240,NEG_AMM,NOT_INT,NOT_LPSM,1028000,SB,PR,HOME,7020,CIB,694,CIB,55-64,TO_INST,51.22,NORTH,0,40
96850,CF,MALE,NOPRE,L2,NOPC,B/C,516500,3.99,0.3904,516500,300,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5760,EQUI,866,EXP,35-44,NOT_INST,75.15,NORTH,1,39
150260,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,3.75,0.2259,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,SR,HOME,10320,EXP,647,EXP,55-64,TO_INST,58.38,SOUTH,0,36
26925,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,3.25,-0.518,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,8760,CRIF,729,EXP,55-64,NOT_INST,99.59,NORTH,0,30
94820,CF,MALE,NOPRE,L1,NOPC,NOB/C,616500,3.625,-0.143,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,PR,HOME,10320,CRIF,787,CIB,55-64,NOT_INST,95.14,NORTH,0,58
73009,CF,MALE,NOPRE,L1,NOPC,NOB/C,346500,3.375,-0.1071,346500,360,NEG_AMM,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,5760,EXP,535,CIB,45-54,TO_INST,94.16,NORTH,0,39
25526,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,146500,3.99,1.1248,146500,240,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,3300,CIB,516,CIB,35-44,TO_INST,82.30,NORTH,0,30
64880,CF,MALE,NOPRE,L1,NOPC,NOB/C,306500,4.25,0.4007,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,4020,CRIF,643,CIB,25-34,TO_INST,75.12,NORTH,0,40
141193,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,256500,4,0.4354,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,258000,SB,PR,HOME,4680,CIB,881,EXP,25-34,NOT_INST,99.42,NORTH,0,38
119752,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,266500,3.875,0.4735,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,3000,CRIF,897,CIB,55-64,TO_INST,65.32,NORTH,0,44
99393,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,146500,3.99,0.4916,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,1620,CRIF,759,EXP,65-74,TO_INST,82.30,NORTH,0,45
170627,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,406500,4.5,0.8666,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,PR,HOME,6360,CRIF,783,CIB,25-34,NOT_INST,94.98,NORTH,0,37
106916,CF,MALE,NOPRE,L1,NOPC,NOB/C,286500,3.5,-0.1453,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,368000,SB,PR,HOME,2940,EXP,590,CIB,45-54,TO_INST,77.85,NORTH,0,48
148078,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,386500,3.99,0.3904,386500,240,NOT_NEG,NOT_INT,NOT_LPSM,478000,SB,PR,HOME,8220,CIB,854,EXP,45-54,NOT_INST,80.86,SOUTH,1,41
123375,CF,MALE,NOPRE,L1,NOPC,NOB/C,256500,3.625,0.0925,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,IR,HOME,4980,EXP,559,CIB,35-44,NOT_INST,73.71,NORTH,0,31
110496,NCF,FEMALE,PRE,L1,NOPC,NOB/C,206500,4.125,0.3066,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,3300,CRIF,683,CIB,45-54,NOT_INST,94.72,CENTRAL,0,39
160484,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,3.99,0.7738,156500,180,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,5280,CIB,500,EXP,55-64,TO_INST,46.30,NORTH,0,38
26100,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,3.99,0.3904,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,2220,EQUI,529,EXP,35-44,TO_INST,75.15,SOUTH,1,39
75555,CF,MALE,NOPRE,L2,NOPC,NOB/C,506500,3.99,0.3904,506500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4680,EQUI,746,EXP,55-64,NOT_INST,75.15,NORTH,1,39
97743,CF,FEMALE,NOPRE,L1,NOPC,B/C,116500,3.99,0.3904,116500,360,NOT_NEG,NOT_INT,NOT_LPSM,118000,SB,PR,HOME,2160,EXP,789,CIB,45-54,TO_INST,98.73,CENTRAL,1,36
168677,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,106500,4.375,0.966,106500,180,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,3780,CRIF,561,CIB,55-64,TO_INST,23.77,NORTH,0,44
26938,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,316500,3.99,0.6367,316500,240,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,13200,CIB,588,CIB,45-54,TO_INST,72.26,NORTH,0,20
58272,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,746500,2.99,-0.7114,746500,360,NOT_NEG,NOT_INT,NOT_LPSM,898000,SB,PR,HOME,5760,EXP,763,EXP,45-54,TO_INST,83.13,NORTH,0,39
128684,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,3.99,0.271,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,3180,CIB,520,EXP,45-54,NOT_INST,74.28,CENTRAL,0,36
132709,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,286500,3.625,0.0296,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,388000,SB,PR,HOME,4920,CIB,726,CIB,65-74,NOT_INST,73.84,NORTH,0,29
43371,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,4.75,1.1963,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,4260,CIB,885,EXP,65-74,TO_INST,75.17,SOUTH,0,43
126013,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,166500,3.99,0.3904,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,228000,SB,IR,HOME,2760,CRIF,771,CIB,65-74,TO_INST,73.03,SOUTH,1,32
116501,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,4.25,0.6773,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,1560,EXP,691,EXP,65-74,TO_INST,57.35,NORTH,0,38
142038,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,176500,4.125,0.8755,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,4560,CRIF,572,EXP,25-34,TO_INST,99.16,NORTH,0,35
61939,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,4.56,0.2097,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,6240,CIB,645,EXP,>74,NOT_INST,80.03,NORTH,0,25
104062,CF,MALE,NOPRE,L1,NOPC,B/C,376500,3.375,0.5225,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,5760,CRIF,726,CIB,55-64,NOT_INST,85.96,NORTH,0,39
139124,CF,FEMALE,PRE,L1,NOPC,NOB/C,636500,3.25,-0.4584,636500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,PR,HOME,6360,EXP,814,CIB,25-34,NOT_INST,98.23,NORTH,0,52
168509,CF,MALE,NOPRE,L1,NOPC,NOB/C,686500,3.875,0.1999,686500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,5760,CRIF,785,CIB,45-54,NOT_INST,80.01,NORTH,0,39
104976,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,3.625,-0.0281,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,158000,SB,PR,HOME,1980,EXP,595,CIB,65-74,TO_INST,86.39,SOUTH,0,45
70469,CF,MALE,NOPRE,L1,NOPC,NOB/C,346500,3.99,0.3904,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,6480,EXP,503,CIB,25-34,NOT_INST,79.11,NORTH,1,50
112582,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,156500,4.375,0.5359,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,3480,CIB,737,CIB,65-74,TO_INST,49.21,SOUTH,0,44
122122,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,236500,3.99,0.5495,236500,360,NOT_NEG,INT_ONLY,NOT_LPSM,298000,SB,PR,HOME,5460,CIB,511,EXP,65-74,TO_INST,79.36,NORTH,0,48
30579,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.0587,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,1920,CRIF,729,CIB,45-54,TO_INST,59.91,SOUTH,0,46
87019,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,476500,3.25,-0.2327,476500,360,NOT_NEG,NOT_INT,NOT_LPSM,528000,SB,PR,HOME,9000,CRIF,550,EXP,45-54,TO_INST,90.25,NORTH,0,50
159590,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,336500,3.875,0.2564,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,448000,SB,PR,HOME,6600,EXP,703,CIB,25-34,TO_INST,75.11,SOUTH,0,46
53120,CF,FEMALE,PRE,L1,NOPC,NOB/C,486500,3.99,0.2515,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,858000,SB,PR,HOME,7200,CIB,512,EXP,65-74,TO_INST,56.70,NORTH,0,30
49724,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,416500,4.125,0.5173,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,7620,CRIF,636,CIB,45-54,NOT_INST,89.00,NORTH,0,38
144530,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,256500,3.99,0.0268,256500,300,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,4440,EXP,676,EXP,>74,TO_INST,92.27,CENTRAL,0,36
35453,CF,MALE,NOPRE,L1,NOPC,NOB/C,396500,2.875,-0.2902,396500,180,NOT_NEG,NOT_INT,NOT_LPSM,558000,SB,PR,HOME,6900,CIB,622,CIB,25-34,NOT_INST,71.06,SOUTH,0,47
131897,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,406500,4.625,0.3873,406500,360,NOT_NEG,NOT_INT,NOT_LPSM,978000,SB,PR,HOME,7080,CIB,719,CIB,45-54,TO_INST,41.56,SOUTH,0,44
157319,CF,FEMALE,NOPRE,L1,NOPC,B/C,496500,3.99,0.8227,496500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,6840,CRIF,570,CIB,45-54,NOT_INST,97.74,NORTH,0,38
108504,CF,MALE,PRE,L1,NOPC,NOB/C,486500,3.99,0.3904,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,818000,SB,SR,HOME,7920,CIB,764,CIB,45-54,NOT_INST,59.47,NORTH,1,58
36967,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,816500,4.375,0.4424,816500,360,NEG_AMM,NOT_INT,NOT_LPSM,1358000,SB,IR,HOME,10860,CIB,770,EXP,45-54,NOT_INST,60.13,SOUTH,0,43
56361,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,406500,4.625,1.2486,406500,180,NOT_NEG,NOT_INT,NOT_LPSM,808000,SB,IR,HOME,10260,CRIF,804,EXP,65-74,TO_INST,50.31,SOUTH,0,40
76394,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,166500,3.99,0.3904,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5340,EQUI,588,EXP,65-74,TO_INST,75.15,SOUTH,1,39
86200,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,306500,3.875,0.1508,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,428000,SB,PR,HOME,7200,EXP,527,CIB,25-34,NOT_INST,71.61,NORTH,0,26
82485,CF,MALE,NOPRE,L1,NOPC,NOB/C,236500,3.99,0.3904,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,5760,CRIF,594,EXP,55-64,TO_INST,46.56,NORTH,1,26
110648,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,536500,3.375,-0.2615,536500,360,NOT_NEG,NOT_INT,NOT_LPSM,828000,SB,PR,HOME,5760,EXP,831,EXP,35-44,NOT_INST,64.79,SOUTH,0,29
50323,CF,FEMALE,PRE,L1,NOPC,B/C,136500,4.49,1.1065,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,3000,CIB,561,EXP,35-44,TO_INST,76.69,NORTH,0,57
116673,CF,FEMALE,PRE,L1,NOPC,B/C,246500,3.99,0.3904,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,218000,SB,PR,HOME,10320,CRIF,784,CIB,55-64,TO_INST,113.07,NORTH,1,39
64605,CF,MALE,NOPRE,L1,NOPC,NOB/C,106500,4.625,1.0874,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,1440,CRIF,853,CIB,65-74,TO_INST,25.48,NORTH,0,38
66683,CF,MALE,NOPRE,L1,NOPC,NOB/C,206500,4.75,0.4353,206500,360,NOT_NEG,INT_ONLY,NOT_LPSM,268000,SB,PR,HOME,4800,CIB,528,EXP,45-54,TO_INST,77.05,NORTH,0,32
81833,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,86500,3.99,0.3904,86500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,SR,HOME,9660,EQUI,764,EXP,35-44,NOT_INST,75.15,NORTH,1,39
91979,CF,MALE,NOPRE,L1,NOPC,NOB/C,146500,3.99,0.3904,146500,240,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,IR,HOME,8340,EXP,654,CIB,45-54,NOT_INST,40.92,NORTH,1,13
140939,CF,MALE,NOPRE,L1,NOPC,NOB/C,316500,4,-0.334,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,728000,SB,PR,HOME,3360,CIB,838,CIB,25-34,NOT_INST,43.48,SOUTH,0,49
169278,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,3.99,0.3904,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,6420,EQUI,750,EXP,65-74,TO_INST,75.15,SOUTH,1,39
127269,CF,MALE,NOPRE,L1,NOPC,NOB/C,466500,3.99,0.5333,466500,324,NEG_AMM,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,9960,CIB,816,EXP,25-34,TO_INST,69.84,NORTH,0,37
80544,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,4.625,0.204,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,SR,HOME,7860,CIB,679,EXP,55-64,NOT_INST,69.59,NORTH,0,43
